rest	52.31621	4.98211	5	5.538936944	316.1256425
rest	52.31743	4.97788	5	8.610002871	191.8698547
rest	52.31851	4.98759	5	11.1703885	146.0110362
rest	52.32023	4.95798	5	7.529000595	209.1911111
rest	52.31454	4.97535	5	3.879706152	368.5846154
rest	52.3143	4.97569	5	4.361813768	324.6355932
rest	52.32345	4.97073	5	5.138749599	274.3858156
rest	52.31538	4.97763	5	10.29585578	135.8799142
rest	52.32331	4.96882	5	4.119041125	333.5727802
rest	52.32082	4.9562	5	9.705057439	136.423716
rest	52.29801	4.9665	5	8.034033595	159.8200935
rest	52.29643	4.96898	5	7.327288942	171.4140127
rest	52.31787	4.97528	5	9.453330363	130.7475728
rest	52.2961	4.99107	5	63.16613268	19.25082237
rest	52.29919	4.96183	5	4.792549306	253.5185185
rest	52.32136	4.97287	5	6.657946985	180.986722
rest	52.3257	4.98134	5	6.635864257	181.2876143
rest	52.31874	4.9577	5	3.132586733	383.07
rest	52.29696	4.97057	5	7.023098207	167.1626917
rest	52.29698	4.96727	5	5.13018119	228.2570453
rest	52.32084	4.9508	5	4.055362663	288.0136986
rest	52.31668	4.98139	5	6.122452334	189.1398964
rest	52.30696	4.95661	5	5.947835995	194.3564014
rest	52.32388	4.96825	5	4.611275479	249.6055604
rest	52.30098	4.96489	5	6.343343756	181.4500434
rest	52.31857	4.95818	5	3.493411836	326.9010508
rest	52.32024	4.97541	5	6.496141011	173.0258007
rest	52.31792	4.97268	5	6.474068731	172.5344673
rest	52.32138	4.96914	5	3.689375248	295.7140238
rest	52.32428	4.97076	5	5.817872927	186.1505078
rest	52.31104	4.95732	5	6.07391252	177.3156917
rest	52.2938	4.97867	5	7.720988444	134.9568138
rest	52.29549	4.98089	5	5.775674985	178.5072745
rest	52.31719	4.98438	5	3.288348046	313.2271845
rest	52.32024	4.9428	5	8.81025928	116.5686465
rest	52.32064	4.95107	5	11.19087736	91.77117819
rest	52.3227	4.94204	5	4.853459125	207.8929633
rest	52.32218	4.97581	5	4.771523755	211.0436941
rest	52.32503	4.96958	5	4.743135972	211.6743028
rest	52.30641	4.95732	5	6.856128809	145.1256281
rest	52.29905	4.98287	5	6.16192863	159.5279756
rest	52.29601	4.99115	5	2.937066174	334.3472505
rest	52.31622	4.9757	5	5.310979993	180.9458897
rest	52.29415	4.98442	5	5.646505245	170.0166667
rest	52.31715	4.97374	5	5.142792165	186.0856844
rest	52.30059	4.96076	5	5.075806605	187.7534103
rest	52.30959	4.95667	5	6.329617032	150.2460568
rest	52.29906	4.98565	5	5.72836842	164.6193001
rest	52.3117	4.95284	5	5.386983692	174.4946809
rest	52.323	4.97026	5	5.750081793	161.3890086
rest	52.29584	4.9652	5	7.860315258	118.0614224
rest	52.30086	4.98141	5	6.394663164	144.3391116
rest	52.31875	4.9594	5	9.508663214	96.96420824
rest	52.29411	4.98583	5	8.548662132	107.7361564
rest	52.31257	4.95409	5	8.547243296	107.4030501
rest	52.31744	4.98441	5	4.125132128	222.0534934
rest	52.31863	4.9442	5	9.830837674	91.8538206
rest	52.31015	4.95941	5	5.747207111	156.4238042
rest	52.32387	4.96087	5	6.96460208	128.0762332
rest	52.31384	4.98108	5	6.037162084	146.9233371
rest	52.32067	4.94402	5	11.64943874	75.88348416
rest	52.29383	4.98287	5	6.825744664	127.4586207
rest	52.313	4.95652	5	6.307937118	137.7629459
rest	52.29752	4.96336	5	7.062265616	123.0483314
rest	52.29918	4.98425	5	5.074225532	170.4693642
rest	52.32173	4.97614	5	4.29510607	199.7622378
rest	52.29673	4.96442	5	6.084444444	139.8648649
rest	52.31801	4.95702	5	8.668613192	97.47810651
rest	52.31733	4.96831	5	5.652338822	149.3187204
rest	52.3163	4.97682	5	6.923476563	121.6152019
rest	52.31775	4.98108	5	5.942289435	141.5279429
rest	52.30733	4.95939	5	5.879924154	142.6889154
rest	52.31966	4.97848	5	6.971598881	120.0585424
rest	52.29387	4.98117	5	7.255202914	115.0898204
rest	52.30592	4.95888	5	4.60623496	178.4537713
rest	52.30156	4.96002	5	6.809614512	120.7116788
rest	52.32055	4.97022	5	3.828795303	212.5995086
rest	52.32071	4.97461	5	6.661315193	122.0479705
rest	52.3191	4.94552	5	9.860088722	81.84510533
rest	52.32085	4.97333	5	5.426475993	148.5310174
rest	52.30187	4.96263	5	4.787391695	167.732254
rest	52.30932	4.95513	5	5.677684932	141.4308842
rest	52.3105	4.95539	5	4.433302469	180.0012531
rest	52.31179	4.95517	5	6.838913175	116.2465409
rest	52.3058	4.9547	5	5.859941999	135.4962217
rest	52.31698	4.95622	5	6.545623208	120.3857868
rest	52.31768	4.96956	5	5.78358237	135.5561224
rest	52.29656	4.98676	5	2.763641527	283.3218391
rest	52.29879	4.97896	5	4.798185941	162.9782609
rest	52.31145	4.95437	5	6.186061801	125.443299
rest	52.30773	4.9588	5	5.265385842	146.4280156
rest	52.31186	4.95147	5	4.981306448	154.5779221
rest	52.32161	4.95318	5	3.897308522	196.0327225
rest	52.32085	4.95378	5	7.211976676	105.3802632
rest	52.29902	4.9802	5	7.263216136	104.6368421
rest	52.30665	4.95492	5	3.143705045	238.572
rest	52.29509	4.98587	5	4.641951908	159.2002706
rest	52.31895	4.97977	5	6.584213445	112.2381597
rest	52.31617	4.95384	5	4.549467072	162.2168022
rest	52.31689	4.98206	5	7.201904132	102.4728997
rest	52.3068	4.96004	5	5.57989193	132.0814111
rest	52.31813	4.97658	5	3.513221565	208.0711354
rest	52.29536	4.96776	5	7.202908737	101.3479452
rest	52.32093	4.95404	5	9.570466274	75.96286107
rest	52.30575	4.95801	5	6.534864114	111.0964187
rest	52.29362	4.97985	5	7.5625	96
rest	52.31142	4.95875	5	7.408219798	97.72928177
rest	52.31216	4.95773	5	7.588863933	94.74408901
rest	52.32146	4.95304	5	5.547264543	129.0726257
rest	52.31931	4.94266	5	8.516867972	83.95104895
rest	52.2977	4.97646	5	3.672750125	193.5879044
rest	52.3096	4.95835	5	3.320285099	212.9335219
rest	52.31571	4.96799	5	6.412918586	109.7784091
rest	52.31905	4.97883	5	7.742911153	90.921875
rest	52.29843	4.9777	5	5.460011111	128.3880171
rest	52.31672	4.97055	5	7.117898141	98.20314735
rest	52.31466	4.97849	5	4.790316839	145.2931034
rest	52.3085	4.95319	5	3.943061224	176.2589928
rest	52.29493	4.97572	5	5.305344444	130.2460203
rest	52.29594	4.98359	5	4.452487164	154.9695652
rest	52.31683	4.97499	5	4.6225	148.8372093
rest	52.29551	4.97692	5	4.669416553	146.6992701
rest	52.32589	4.94757	5	5.407217583	125.5729013
rest	52.3222	4.95438	5	6.024793388	112.037037
rest	52.31272	4.95566	5	7.118139637	94.82814815
rest	52.32423	4.94723	5	4.851510103	138.925816
rest	52.31447	4.98077	5	3.760909152	178.414307
rest	52.29593	4.98683	5	5.16669967	128.9024024
rest	52.30501	4.95663	5	5.331609279	124.7278195
